region,artist_name,title,permalink,user_tags,machine_clusters_from_user_tags,machine_clusters_from_machine_tags,hits,word_count
Europe,Roman Ondak,Awaiting Enacted,https://kadist.org/work/awaiting-enacted/,"line_up,public,circulation,participatory,newspaper,communism","Media,Arts,Politics","Media,Time,Community",1,204
Europe,Roman Ondak,Slowed-down Journey,https://kadist.org/work/slowed-down-journey/,"reinterpretation,travelogue,authorship,narrative,drawing,continuity","Arts,Design,Media","Spirituality,Culture,Time",0,206
Asia,Roman Ondak,The Stray Man,https://kadist.org/work/the-stray-man/,"public,curiosity,surveillance,gallery,spectator,performance","Emotion,Violence,Politics","Arts,Urbanization,Culture",0,232
Europe,Anthony McCall,Line describing a cone,https://kadist.org/work/line-describing-a-cone/,"experience,light,film,shape,geometry,substance","Media,Mind,Culture","Arts,Media,Geopolitics",1,220
Europe,Anthony McCall,Fire Cycles III (Subcycle 10),https://kadist.org/work/fire-cycles-iii-subcycle-10/,"documentation,brassiere,fire,element,feminist_movement,graph","Identity,Arts,Activism","Arts,Media,Activism",2,230
Middle East & Africa,Akram Zaatari,"Anonymous, Studio Sherhazade",https://kadist.org/work/anonymous-studio-sherhazade/,"documentation,portraiture,individuality,pose,archive,appropriation","Culture,Arts,History","Fantasy,Land,Arts",1,131
Europe,Pavel Wolberg,Hebron,https://kadist.org/work/hebron/,"Israel,childhood,conflict,documentary,costume,violence","Land,Urbanization,Violence","Urbanization,Arts,Land",2,207
Americas,Kelley Walker,Black Star Press,https://kadist.org/work/black-star-press/,"Abstract_Expressionism,mass_culture,Civil_Rights_movement,violence,drip,chocolate","Violence,Activism,Culture","Space,Geopolitics,Body",0,199
Americas,Colectivo Tercerunquinto,BF15+ pared,https://kadist.org/work/bf15-pared/,"boundary_line,public,invasion,gallery,sketch,collaboration","War,Geopolitics,Design","Arts,Geopolitics,Space",1,99
Europe,Christiane Baumgartner,Formation I + II,https://kadist.org/work/formation-i-ii/,"aesthetics,World_War_II,mythologization,neutralization,distance,historical_document","Arts,War,History","Technology,War,Media",1,232
Europe,Michel Auder,The Town,https://kadist.org/work/the-town/,"retrospect,9/11,coincidence,record,New_York,World_Trade_Center","Urbanization,Arts,Mind","Arts,Land,Urbanization",2,131
Europe,Michel Auder,Talking Head,https://kadist.org/work/talking-head/,"unconscious_mind,daughter,informal,fidelity,candid,play","Mind,Media,Community","Media,Arts,Spirituality",1,199
Middle East & Africa,Yto Barrada,Bus Logos,https://kadist.org/work/bus-logos/,"commodity,logo,immigration,exile,circulation,abstraction","Arts,Economy,Geopolitics","Urbanization,Land,Geopolitics",1,142
Europe,Jochen Lempert,Un voyage en Mer du Nord ( A trip to the North Sea),https://kadist.org/work/un-voyage-en-mer-du-nord-a-trip-to-the-north-sea/,"horizon,pure,wave,archetypal,ephemeral,continuity","Time,Immaterial,Physics","Mind,Culture,Spirituality",0,140
Europe,Bruno Serralongue,"Mr Joe Shrigley Jr, président de la nation Navajo",https://kadist.org/work/mr-joe-shrigley-jr-president-de-la-nation-navajo/,"Navaho,portraiture,stagy,pose,frame,conference","Arts,Community","War,Activism,Language",0,249
Europe,Peter Friedl,"Map, 1969-2005",https://kadist.org/work/map-1969-2005/,"mapmaking,ethnography,network,narrative,overlap,trace","Culture,Mind,Fantasy","Arts,Design,Media",0,115
Europe,Peter Friedl,New Kurdish Flag,https://kadist.org/work/new-kurdish-flag/,"erasure,propaganda,flag,protest,absence,Kurdistan","Land,Activism,Immaterial","Design,Arts,Economy",0,196
Europe,Guillaume Leblon,Puits,https://kadist.org/work/puits/,"obsoleteness,well,resemblance,utility,antiquity,functionality","Arts,Economy,Materiality","Arts,Time,Culture",1,173
Americas,Allen Ruppersberg,Untitled (City Limits),https://kadist.org/work/untitled-city-limits/,"popular,sign,juxtaposition,photography,hand,Los_Angeles","Urbanization,Arts,Land","Media,Arts,Land",2,114
Americas,Alexis Smith,8 Ball Surfboard,https://kadist.org/work/8-ball-surfboard/,"popular,California,platitude,pool,surfboard","Land,Media,Urbanization","Media,Community,Familial",1,68
Europe,Raphaël Zarka,Les formes du repos #3,https://kadist.org/work/les-formes-du-repos-3/,"obsoleteness,monorail,landscape,architecture,space,function","Land,Urbanization,Arts","Arts,Land,Geopolitics",2,197
Middle East & Africa,Akram Zaatari,A girl and her brother. Studio Sherazade. 1960s,https://kadist.org/work/a-girl-and-her-brother-studio-sherazade-1960s/,"pose,portraiture,sibling,stability,documentation,individuality","Arts,Familial,Identity","Land,Fantasy,Arts",1,137
Middle East & Africa,Akram Zaatari,Bashasha (left) and a friend. Studio Sherhazade,https://kadist.org/work/bashasha-left-and-a-friend-studio-sherhazade/,"taboo,portraiture,snog,pose,individuality,archive","Arts,History,Culture","Land,Fantasy,Mind",0,189
Americas,Fabiola Torres-Alzaga,"Adaptando la Carta #1, #2, #3, #4, #5",https://kadist.org/work/adaptando-la-carta-1-2-3-4-5/,"Victorian,illusion,hand,hide,magic_trick,reality","Materiality,Spirituality,Media","Arts,Media,Mind",1,90
Americas,Petra Cortright,Sickhands,https://kadist.org/work/sickhands/,"ubiquity,aberration,amateurism,depository,video_recording,mirror","Materiality,Spirituality,Economy","Media,Technology,Arts",0,90
Americas,Petra Cortright,SpringValle_ber_girls,https://kadist.org/work/springvalle_ber_girls/,"eroticism,escape,reduplication,idyllic,stripper,loop","Media,Time,Emotion","Land,Urbanization,Materiality",0,55
Americas,John Houck,"Stamp -X, Stamp -Y",https://kadist.org/work/stamp-x-stamp-y/,"scrap,childhood,collection,unreal,postage,layered","Familial,Body,Time","Arts,Technology,Economy",0,80
Asia,Xu Tan,"Biennale, Dog",https://kadist.org/work/biennale-dog/,"art_exhibition,commercialization,parody,appropriation,commodity,globalization","Arts,Economy,Design","Culture,Power,Community",0,141
Asia,Xu Tan,Shanghai Biennale Awaiting Your Arrival,https://kadist.org/work/shanghai-biennale-awaiting-your-arrival/,"art_exhibition,commercialization,fetish,commodity,market,photographic_print","Arts,Economy,Media","Urbanization,Culture,Power",0,156
Middle East & Africa,Shahzia Sikander,The Last Post,https://kadist.org/work/the-last-post/,"mercantilism,animation,sovereignty,commodity,colonialism,metaphor","Arts,Economy,Power","Land,Urbanization,Materiality",0,135
Asia,Chen Shaoxiong,Ink Diary,https://kadist.org/work/ink-diary/,"memory,urbanization,revival,everyday,China,traditional","Time,Land,Mind","Time,Culture,Arts",1,104
Asia,Jiang Pengyi,Unregistered City series #1 #2 #7,https://kadist.org/work/unregistered-city-series-1-2-7/,"fake,dystopia,ruin,city,apocalypse,imagine","Fantasy,Urbanization,Arts","Urbanization,Land,Arts",2,134
Asia,Zhang Peili,A Gust of Wind,https://kadist.org/work/a-gust-of-wind/,"destruction,materialism,domesticity,Utopia,bourgeois,installation","Spirituality,Colonization,Environmental","Arts,Culture,Mind",0,56
Unspecified,Ho Tzu Nyen,The Cloud of Unknowing,https://kadist.org/work/the-cloud-of-unknowing/,"light,collectivism,solitude,transition,Westernization,East","Politics,Power,Environmental","Fantasy,Arts,Urbanization",0,124
Europe,Eric Baudelaire,"The Anabasis of May and Fusako Shigenobu, Masao Adachi, and 27 Years without Images.",https://kadist.org/work/the-anabasis-of-may-and-fusako-shigenobu-masao-adachi-and-27-years-without-images/,"reconstruction,undepicted,activism,memory,testimony,absence","Mind,Activism,Immaterial","Media,Arts,War",0,362
Europe,Charles Avery,"Untitled (Waiters dancing with Itinerants, Onomatopoeia)",https://kadist.org/work/untitled-waiters-dancing-with-itinerants-onomatopoeia/,"credible,event,fabricated,island,reality,documentation","Materiality,Activism,War",,0,402
Americas,LaToya Ruby Frazier,Campaign for Braddock Hospital,https://kadist.org/work/campaign-for-braddock-hospital/,"scavenger,ad,depression,hospital,reconstruction,ruin","Power,Environmental,Urbanization","Land,Urbanization,Economy",1,346
Europe,Goshka Macuga,Anti-Collage (Anda Rottenberg),https://kadist.org/work/anti-collage-anda-rottenberg/,"erasure,falsification,anti-Semitism,memory,fascism,Poland","Politics,Inequality,Land","Mind,Culture,Urbanization",0,272
Americas,Tony Oursler,Absentia,https://kadist.org/work/absentia/,"interconnection,phantasmagoric,utterance,video_recording,proscenium,projection","Technology,Fantasy,Arts","Arts,Mind,Culture",1,56
Unspecified,Claudia Joskowicz,Drawn and Quartered,https://kadist.org/work/drawn-and-quartered/,"history,violence,apparatus,scene,apparatus,view","Media,Time,Arts","Time,History,Land",1,119
Unspecified,Claudia Joskowicz,Vallegrande 1967,https://kadist.org/work/vallegrande-1967/,"migration,history,apparatus,scene,boundary_line,view","Geopolitics,Time,Body","Time,History,Land",1,119
Unspecified,Nicolás Paris,Metaphors of the presence or conversations at the speed of light,https://kadist.org/work/metaphors-of-the-presence-or-conversations-at-the-speed-of-light/,"light_bulb,Venn_diagram,possibility,spectrum,altered,malleability","Design,Physics,Mind","Arts,Urbanization,Materiality",0,118
Unspecified,Erick Beltran,The Individual Is a Mirage,https://kadist.org/work/the-individual-is-a-mirage/,"linguistic_process,myth,individuality,chart,misinterpretation,identity","Identity,Fantasy,Spirituality","Arts,Fantasy,Design",1,61
Americas,Pablo Rasgado,Avenida Corona del Rosal,https://kadist.org/work/avenida-corona-del-rosal/,"reclamation,pollution,urbanization,site,car,debris","Environmental,Power,Urbanization","Land,Urbanization,Spirituality",1,131
Asia,Adrian Wong,Untitled (Grate I/II: Shan Mei Playground/ Grand Fortune Mansion),https://kadist.org/work/untitled-grate-iii-shan-mei-playground-grand-fortune-mansion/,"amalgam,division,foreground,history,average,layer","Time,History,Language","Culture,Mind,Geopolitics",0,166
Asia,Sriwhana Spong,Beach Study,https://kadist.org/work/beach-study/,"transience,bodied,dance,memory,retrieval,embodiment","Arts,Time,Mind","Arts,Space,Media",1,128
Asia,Takahiro Iwasaki,Tectonic Model,https://kadist.org/work/tectonic-model/,"microcosm,architecture,fantastic,model,book,play","Arts,Media,Technology","Media,Language,Mind",1,92
Asia,Takahiro Iwasaki,Edinburgh Castle on the Bin Bag,https://kadist.org/work/edinburgh-castle-on-the-bin-bag/,"microcosm,waste,ephemera,garbage,castle,plastic_bag","Time,Body,Environmental","Arts,Community,Mind",0,160
Americas,Juan Capistran,White Minority,https://kadist.org/work/white-minority/,"sample,race,Stella,White_race,punk_rock,vernacular","Language,Identity,Culture","Land,Space,Identity",1,86
Americas,Juan Capistran,The Breaks,https://kadist.org/work/the-breaks/,"street,break_dance,museum,sneak,hip-hop,street","Culture,Familial,Environmental","Land,Space,Urbanization",0,104
Americas,Jedediah Caesar,JCA-25-SC,https://kadist.org/work/jca-25-sc/,"slice,grid,sequence,dissect,reassemble,tile",Design,"Arts,Economy,Media",0,73
Americas,Luke Butler,Captain X,https://kadist.org/work/captain-x/,"masculinity,mass_culture,vulnerability,appropriation,contemplation,science_fiction","Fantasy,Power,Culture","Space,Spirituality,Body",0,114
Americas,Jennifer Bornstein,Collectors’ Favorites,https://kadist.org/work/collectors-favorites/,"throwaway,television_program,collection,everyday,value,merchandise","Arts,Economy,Time","Culture,Economy,Values",1,128
Americas,Walead Beshty,"Black Curl (CMY/Five Magnet: Irvine, California, March 25, 2010, Fujicolor Cyrstal Archive Super Type C, EM No 165-021, 05910)",https://kadist.org/work/black-curl-cmyfive-magnet-irvine-california-march-25-2010-fujicolor-cyrstal-archive-super-type-c-em-no-165-021-05910/,"materiality,development,abstraction,color,geometric,rhythm","Arts,Materiality,Land","Culture,Arts,Spirituality",1,92
Americas,Wallace Berman,Untitled (Shuffle),https://kadist.org/work/untitled-shuffle/,"randomness,collage,spirituality,appropriation,photocopy,superimpose","Design,Media,Arts","Space,Technology,Urbanization",0,70
Americas,David Berezin,Are You Lonely Mr. Claus?,https://kadist.org/work/are-you-lonely-mr-claus/,"collection,Santa_Claus,stereotype,still_life,popular,mystery","Mind,Arts,Fantasy","Arts,Language,Technology",1,51
Americas,David Berezin,Eric Goes to Jail,https://kadist.org/work/eric-goes-jail/,"mystery,collection,stereotype,still_life,clue,popular","Fantasy,Arts,Mind","Language,Arts,Technology",1,50
Europe,Arseniy Zhilyaev,"Time Is Working on Kommunism, 2010",https://kadist.org/work/time-is-working-on-kommunism-2010/,"Soviet,amateurish,museum,history,documentation,indistinguishable","History,Culture,Economy","History,Arts,Spirituality",1,297
Europe,Bernard Piffaretti,Untitled,https://kadist.org/work/no-title/,"pause,duplication,system,time,original,difference","Time,Mind,Inequality","Arts,Technology,Language",0,198
Europe,Adrien Missika,Botanical Frottage (Lauren),https://kadist.org/work/botanical-frottage-lauren/,"architecture,leaf,window,nature,explorer,tropical","Arts,Technology,Space","Arts,Design,Spirituality",1,231
Europe,Pablo Pijnappel,Felicitas,https://kadist.org/work/felicitas/,"reinterpretation,disjunction,documentary,repetition,narrative,fabrication","Media,Fantasy,Arts","Arts,Fantasy,Media",3,289
Europe,Jonathan Monk,Untitled (Rolled up),https://kadist.org/work/untitled-rolled-up/,"abstraction,portrait,fatherhood,materiality,humor,sign","Arts,Materiality,Identity",,0,149
Europe,Dora Garcia,What a fucking wonderful audience,https://kadist.org/work/what-a-fucking-wonderful-audience/,"language,criticism,museum,audience,tour,intervention","Culture,Language,Economy","Arts,Community,Fantasy",0,315
Europe,Lars Laumann,Berlinmuren,https://kadist.org/work/berlinmuren/,"monument,animism,Berlin,documentary,lover,parody","Arts,Mind,Urbanization","Media,Arts,War",1,279
Middle East & Africa,Omer Fast,A Tank Translated,https://kadist.org/work/a-tank-translated/,"testimony,Israel,soldier,young,monitor,fear","Emotion,Land,Urbanization","War,Culture,Land",1,131
Europe,Maaike Schoorel,The Garden,https://kadist.org/work/the-garden/,"garden,absence,time,faint,evanescent,stain","Time,History,Immaterial","Mind,Culture,Urbanization",0,208
Europe,Dominique Petitgand,Le bout de la langue,https://kadist.org/work/le-bout-de-la-langue/,"linguistic_process,ellipsis,dementia,repetition,anticipatory,omission","Culture,Time,Mind","Materiality,Culture,Mind",2,221
Americas,Miguel Angel Rojas,Medellín-New York,https://kadist.org/work/medellin-new-york/,"inequality,drug_traffic,currency,text,poverty,free_trade","Economy,Language,Inequality","Land,Mind,Culture",0,57
Americas,Valeska Soares,La Ligne du Temps,https://kadist.org/work/la-ligne-du-temps/,"linguistic_process,iteration,timeline,installation,phenomenology,ephemera","Time,Mind,Body","Language,Media,Culture",0,94
Europe,Jonathan Monk,Something contained removed,https://kadist.org/work/something-contained-removed/,"absence,unidentifiable,wit,treasure_hunt,variation,light","Technology,Media,Emotion","Urbanization,Community",0,0
Americas,Jonathan Monk,Happy Birthday,https://kadist.org/work/happy-birthday/,"humor,converge,unidentifiable,treasure_hunt,variation,light","Technology,Media,Materiality","Urbanization,Community",0,0
Americas,Daria Martin,Soft Materials,https://kadist.org/work/soft-materials/,"hybridization,artificial_intelligence,vulnerability,dance,ballet,automation","Arts,Power,Technology","Technology,Media,Arts",2,193
Europe,Julius Koller,Anti-Happening,https://kadist.org/work/anti-happening/,"practice,manifesto,openness,humor,happening,imagination","Time,Mind,Spirituality","Arts,Culture,Language",0,162
Asia,Young-Hae Chang Heavy Industries,PACIFIC LIMN,https://kadist.org/work/pacific-limn/,"fantasy_life,gentrification,desensitization,line,animation,kitsch","Arts,Language,Fantasy","Urbanization,Materiality,Land",0,199
Unspecified,Apichatpong Weerasethakul,Haunted Houses,https://kadist.org/work/haunted-houses/,"modernity,Thai,act,soap_opera,spirit,television","Media,Spirituality,Mind","Arts,Media,Technology",1,168
Asia,Du Zhenjun,The Tower of Babel: Independence of the country,https://kadist.org/work/the-tower-of-babel-independence-of-the-country/,"power,Tower_of_Babel,catastrophe,future,civilization,urban","Time,Power,Arts","Arts,Technology,Time",2,120
Asia,Du Zhenjun,The Tower of Babel: The Carnaval,https://kadist.org/work/the-tower-of-babel-the-carnaval/,"power,Tower_of_Babel,catastrophe,future,civilization,urban","Time,Power,Arts","Arts,Technology,Time",2,120
Asia,Qiu Anxiong,Portrait: Cover and Clean,https://kadist.org/work/portrait-cover-and-clean/,"materiality,transmutation,portraiture,screen,sequence,narrative","Materiality,Arts,Fantasy","Land,Media,Language",0,127
Europe,Andrew Grassie,After the Archive Collections Room,https://kadist.org/work/after-the-archive/,"documentation,space,transformation,exhibition,subsequently,naturalistic","Land,Urbanization,Geopolitics","Politics,Space,Land",1,66
Americas,Pascal Grandmaison,Solo,https://kadist.org/work/solo/,"recording_studio,division,repetition,musicianship,detachment,scrutiny","Time,Politics,Body","Time,Spirituality,History",1,149
Europe,Vidya Gastaldon,Floating Mountain (Mt Hemo),https://kadist.org/work/floating-mountain/,"bodily,mountain,textile,gender_identity,blood,fabric","Identity,Arts,Economy","Arts,Materiality,Mind",1,266
Unspecified,Sergio De La Torre,Nuevo Dragon City,https://kadist.org/work/nuevo-dragon-city/,"reenactment,immigration,confinement,performance,erasure,restriction","Arts,Body,Geopolitics","Land,Power,Urbanization",0,100
Unspecified,Miguel Calderon,Tropical Vulture,https://kadist.org/work/tropical-vulture/,"cinematic,mundane,desire,everyday,actuality,narrative","Emotion,Materiality,Violence","Emotion,Arts,Land",1,82
Americas,Nao Bustamante,Silver & Gold,https://kadist.org/work/silver-gold/,"bodied,exoticism,Hollywood,performance,celebrity,materiality","Media,Activism,Values","Space,Urbanization,Land",0,100
Unspecified,Alexandre Arrechea,White Corner,https://kadist.org/work/white-corner/,"otherness,self,attack,self-portrait,weapon,fear","Technology,Inequality,Violence","Arts,Media,Technology",1,93
Asia,Tomoko Yoneda,Japanese House Series,https://kadist.org/work/japanese-house-series/,"occupation,claustrophobia,memory,architecture,war,haunted","War,Arts,Mind","Arts,Language,Geopolitics",1,229
Asia,Lin Yilin,The Result of 1000 Pieces,https://kadist.org/work/the-result-of-1000-pieces/,"human_body,environment,wall,architecture,incorporation,installation","Arts,Environmental,Space","Space,Urbanization,Arts",2,85
Asia,Lin Yilin,Safely Maneuvering Across Lin He Road,https://kadist.org/work/safely-maneuvering-across-lin-he-road/,"disruption,urbanization,repetition,china,construction,division","Power,Arts,Time","Urbanization,Activism,Power",1,110
Asia,Haegue Yang,Office Voodoo,https://kadist.org/work/office-voodoo/,"ritual,office,everyday,civilization,psychological,place","Land,History,Time","Environmental,Colonization,Arts",0,73
Asia,Sun Xun,21 Ke (21 Grams),https://kadist.org/work/21-ke-21-grams/,"ontology,narrative,dystopia,industrialization,animation,apocalyptic","Arts,Fantasy,Economy","Media,Values,Arts",1,176
Asia,Kan Xuan,Island,https://kadist.org/work/island/,"commodity,mass_production,domesticity,superficial,spectacle,aesthetics","Arts,Economy,Media","Arts,Spirituality,Culture",1,127
Americas,Brian Jungen,"Subject, Silver, Prism",https://kadist.org/work/subject-silver-prism/,"native,hybrid,commodity,artificial,natural,drum","Arts,Economy,Design","Arts,Economy,Land",2,93
Americas,William E. Jones,"Restaurant, Canton, Ohio",https://kadist.org/work/restaurant-canton-ohio/,"urbanization,depression,abandonment,industrialization,architecture,photographic_print","Power,Economy,Arts","Arts,Land,Urbanization",1,121
Americas,William E. Jones,"Hercules Engines, Abandoned, Canton, Ohio",https://kadist.org/work/hercules-engines-abandoned-canton-ohio/,"regeneration,depression,abandonment,architecture,photographic_print,landscape","Arts,Power,Urbanization","Time,Body,Land",0,115
Americas,William E. Jones,Killed,https://kadist.org/work/killed/,"censoring,restoration,archive,video_recording,discard,projection","Economy,Arts,Design","Mind,Media,Values",0,143
Americas,Chris Johanson,"I am Human, Abstract Foil, No Humans IV",https://kadist.org/work/i-am-human-abstract-foil-no-humans-iv/,"playful,universe,existential,contemplation,everyday,evolution","Space,Time,Body","Space,Arts,Environmental",1,134
Unspecified,Alexandre da Cunha,Glaze (Savana),https://kadist.org/work/glaze-savana/,"tropical,ready-made,stereotype,reclaim,average,collection","Media,Mind,Arts","Mind,Land,Values",1,84
Unspecified,Abraham Cruzvillegas,Wright Imperial Hotel,https://kadist.org/work/wright-imperial-hotel/,"imperialism,dissolution,irony,architecture,elite,democracy","Politics,Colonization,Arts","Arts,Urbanization,Environmental",1,118
Americas,Fran Herndon,White Angel,https://kadist.org/work/white-angel/,"degeneration,popular,appropriation,San_Francisco,reclaim,Monroe","Urbanization,Land,Culture","Media,Urbanization,Arts",1,121
Americas,Karl Haendel,Knight #6,https://kadist.org/work/knight-6/,"epic,masculinity,vulnerability,drawing,invulnerability,armor","Identity,Power,Design","Urbanization,Land,Power",1,90
Americas,John Gutmann,From the North Tower of the Golden Gate Bridge San Francisco and Nob Hill San Francisco,https://kadist.org/work/from-the-north-tower-of-the-golden-gate-bridge-san-francisco-and-nob-hill-san-francisco/,"Golden_Gate_Bridge,view_angle,modernism,car,San_Francisco,landmark","Arts,Land,Urbanization","Media,Urbanization,Arts",2,103
Unspecified,Jonathan Hernandez,Vulnerabilia,https://kadist.org/work/vulnerabilia-choques-and-vulnerabilia-naufragios/,"crash,vulnerability,collection,everyday,popular,ship","Power,Time,Values","Media,Mind,Arts",0,67
Americas,Mark Grotjahn,Untitled (Butterfly),https://kadist.org/work/untitled-butterfly/,"abstraction,perspective,radiation,geometric,possibility,butterfly","Arts,Mind,Spirituality","Arts,Values,Design",1,78
Unspecified,Carlos Garaicoa,From the series the Old and the New (XI),https://kadist.org/work/from-the-series-the-old-and-the-new-xi/,"architecture,re-formation,replace,three-dimensional,delicate","Arts,Urbanization,History","Arts,Land,Urbanization",2,116
Americas,Rodney Graham,Basement Camera Shop circa 1937,https://kadist.org/work/basement-camera-shop-circa-1937/,"self-portrait,photography,performance,impersonation,pun,stagy","Arts,Power,Values","Time,Body,Space",0,116
Americas,Rodney Graham,Good Hand Bad Hand,https://kadist.org/work/good-hand-bad-hand/,"alter_ego,artificial,gesture,self-portrait,performance,poker","Media,Identity,Values","Geopolitics,Body,Time",0,119
Unspecified,Tina Modotti,Untitled (Cathedral),https://kadist.org/work/untitled-cathedral/,"architecture,urbanity,public,photographic_print,cathedral,civic","Arts,Design,Media","Geopolitics,Land,Body",0,116
Americas,Rodney Graham,Ponderosa Pine IV,https://kadist.org/work/ponderosa-pine-iv/,"camera_lucida,landscape,inversion,photography,tree,optics","Arts,Technology,Body",Space,0,119
Americas,Barry McGee,Untitled,https://kadist.org/work/untitled-barry-mcgee/,"outcast,mischief",Inequality,"Community,Urbanization,Land",0,113
Middle East & Africa,Maayan Amir & Ruti Sela,Beyond Guilt,https://kadist.org/work/beyond-guilt/,"Israel,interrogate,power,war,endless,confinement","War,Land,Urbanization","Identity,Values,Power",0,124
Europe,Saâdane Afif,Lyrics: Edition,https://kadist.org/work/lyrics-edition/,"language,rock_'n'_roll,appropriation,quotation,sculptural,synesthesia","Language,Culture,Colonization","Values,Design,Mind",0,0
Europe,Jonas Staal,"Art, Property of Politics III, Closes Architecture",https://kadist.org/work/art-property-of-politics-iii-closes-architecture/,"prison,democracy,model,surveillance,society,prison","Politics,Mind,Community","Politics,Time,Community",2,226
Europe,Nicoline van Harskamp,Character Witness,https://kadist.org/work/character-witness/,"autobiography,speech,combine,fragment,perception,reenactment","Arts,Mind,History","Activism,Power,War",0,86
Europe,Goldin+Senneby,The Decapitation of Money,https://kadist.org/work/the-decapitation-of-money/,"money,fiction,map,murder_mystery,commercial_enterprise,fictional_character","Fantasy,Economy,Spirituality","Politics,Fantasy,Community",1,408
Americas,Amie Siegel,Berlin Remake,https://kadist.org/work/berlin-remake/,"transformation,reshoot,East_Germany,perturb,comparison,communism","Land,Politics,Economy","Media,Arts,Urbanization",0,187
Europe,Christoph Keller,Message to the Extraterrestials,https://kadist.org/work/message-to-the-extraterrestials/,"transmission,uncertainty,extraterrestrial_being,projection,sign,symbology","Arts,Mind,Technology","Technology,Arts,History",2,218
Asia,Cao Fei,Diversionist,https://kadist.org/work/diversionist/,"experience,fictional_character,act,consumption,activism,alienation","Emotion,Fantasy,Mind","Space,Urbanization,Land",0,85
Asia,Lu Chunsheng,History of Chemistry I,https://kadist.org/work/history-of-chemistry-i/,"dislocation,wandering,modernization,China,acting,landscape","Arts,Land,Spirituality","Fantasy,Spirituality,Arts",2,108
Asia,Lu Chunsheng,I Want to be Gentleman,https://kadist.org/work/i-want-to-be-gentleman/,"Junoesque,tableau,industrialization,China,Westernization,Cultural_Revolution","Economy,Land,Urbanization","History,Arts,Land",1,60
Middle East & Africa,Bani Abidi,"Karachi Series 1 (Ken DeSouza, 7:42pm, 25th August 2008, Ramadan, Karachi)",https://kadist.org/work/karachi-series-1-ken-desouza-742pm-25th-august-2008-ramadan-karachi/,"outside,domestic,Ramadan,everyday,Pakistan,stage","Land,Familial,Time","Land,Urbanization,Geopolitics",1,154
Middle East & Africa,Hamra Abbas,"Cityscapes 1 (boats), 2 (woods)",https://kadist.org/work/cityscapes-1-boats-2-woods/,"erasure,symbol,minaret,religious,European_Union","Mind,Land,History","Culture,Urbanization,Time",0,156
Americas,Mario Ybarra Jr.,Ammo Bunker,https://kadist.org/work/ammo-bunker/,"monument,inscription,Chicano,graffito,detention,Los_Angeles","Urbanization,Design,Arts","Land,Urbanization,History",1,148
Americas,Natasha Wheat,Kerosene Triptych,https://kadist.org/work/kerosene-triptych/,"documentation,pesticide,laborer,commodity,archive,industrialization","Economy,Arts,Design","Community,Arts,Spirituality",1,183
Americas,Ian Wallace,Untitled (Breathless),https://kadist.org/work/untitled-breathless/,"cut,utilitarian,juxtaposition,newspaper,Godard,film","Media,Arts,Technology","Media,Arts,Technology",3,135
Americas,Jeff Wall,Pipe Opening,https://kadist.org/work/pipe-opening/,"reality,enigmatic,absence,incomplete,imagine,hole","Materiality,Mind,Immaterial","Urbanization,Land,Arts",0,129
Americas,George Pfau,Framing Cannibal (Standing),https://kadist.org/work/framing-cannibal-standing/,"skeletal_system,transience,zombi,figural,human_body,scaffolding","Media,Space,Body","Arts,Spirituality",0,32
Americas,George Pfau,Decomposing Eternally,https://kadist.org/work/decomposing-eternally/,"texture,disembody,decay,diffuse,human_body,thereness","Materiality,Space,Body","Arts,Spirituality",0,32
Americas,George Pfau,"Zombie, Examined",https://kadist.org/work/zombie-examined/,"clinical,decompose,zombi,in-between,fringy,body","Space,Body,Spirituality","Arts,Spirituality",1,77
Americas,Asha Schechter,"Picture 066b (Rubiks Cube, Clear Book, Clubmasters, Rubiks Cube, Vintage Pictures Retro Photos Cotton Fabric, Thumb Tack)",https://kadist.org/work/picture-066b-rubiks-cube-clear-book-clubmasters-rubiks-cube-vintage-pictures-retro-photos-cotton-fabric-thumb-tack/,"unreal,real,collection,suspended,equivocal,ersatz","Immaterial,Values,Technology","Arts,Design,Media",0,53
Americas,Pascal Shirley,Gypsy,https://kadist.org/work/gypsy/,"disheveled,ambivalence,mise_en_scene,vulnerability,openness,idealized","Emotion,Violence,Power","Land,Arts,Urbanization",0,77
Americas,Pascal Shirley,Oakland Girls,https://kadist.org/work/oakland-girls/,"glamor,ambiguity,California,portraiture,glossy,photography","Arts,Land,Time","Land,Arts,Familial",2,69
Americas,James Weeks,Head-Portrait with Red and Blue Background,https://kadist.org/work/head-portrait-with-red-and-blue-background/,"San_Francisco,deadpan,shallow,blue,figural,Matisse","Urbanization,Land,Geopolitics","Values,Mind,Identity",0,145
Americas,James Weeks,Man with Blue Tie,https://kadist.org/work/man-with-blue-tie/,"San_Francisco,deadpan,shallow,figural,Matisse,blue","Urbanization,Land,Arts","Values,Mind,Identity",0,145
Europe,John Wood & Paul Harrison,Board,https://kadist.org/work/board/,"superficial,action,minimal,everyday,minor,failure","Activism,Power,Language","Arts,Space,Land",0,83
Europe,Ulla von Brandenburg,Eight,https://kadist.org/work/eight/,"inactive,gaze,reference,dateless,photographic,contradiction","Time,Body,Language","Arts,Media,Design",0,272
Europe,Anri Sala,Ghost games,https://kadist.org/work/ghost-games/,"apparitional,crab,light,night,creepy,otiose","Time,Body,Familial","Arts,Media,Technology",0,184
